TIME,MONTH,DAY,YEAR,HOUR,WIND_SPEED,WIND_DIR,TEMP,RH,BAROMETER,RADIATION,INNER_TEMP,PM10,PM1,PM2.5
1/1/2016 1:00,1,1,2016,1,0.83811,72.296,16.6636,0.353516,1025.58,0.9886299999999999,24.2105,38.1427,21.7284,26.7788
1/1/2016 2:00,1,1,2016,2,0.470937,4.006819999999999,16.6047,0.353819,1024.98,1.00686,24.3074,104.185,49.7441,64.1
1/1/2016 3:00,1,1,2016,3,0.65984,345.035,16.2336,0.353993,1024.29,1.00443,24.2588,112.762,71.725,81.6
1/1/2016 4:00,1,1,2016,4,0.5633,17.3645,16.0934,0.352821,1023.79,0.98741,24.0312,73.583,42.1278,51.733000000000004
1/1/2016 5:00,1,1,2016,5,0.50966,10.0452,16.0534,0.353559,1023.83,1.0026,24.0024,69.592,48.9237,54.049
1/1/2016 6:00,1,1,2016,6,0.6086600000000001,342.787,16.0088,0.354644,1024.15,1.0099,23.8453,79.391,44.1515,54.57899999999999
1/1/2016 7:00,1,1,2016,7,0.65259,354.022,15.9815,0.353906,1024.89,0.97405,23.4235,72.4,40.134,48.917
1/1/2016 8:00,1,1,2016,8,0.56119,29.1313,16.2214,0.35447,1025.77,11.8733,23.4079,97.26,53.346000000000004,65.86399999999999
1/1/2016 9:00,1,1,2016,9,0.52022,38.4055,16.6711,0.35395,1026.55,60.507,23.5497,97.64,58.06100000000001,67.809
1/1/2016 10:00,1,1,2016,10,0.74308,58.452,17.148,0.35225700000000004,1026.88,113.396,23.7287,92.944,51.458999999999996,63.126000000000005
1/1/2016 11:00,1,1,2016,11,0.82357,36.7122,17.7438,0.356771,1026.38,356.725,24.1579,82.37,43.843,50.836000000000006
1/1/2016 12:00,1,1,2016,12,0.8517899999999999,64.564,19.0056,0.358854,1025.58,362.87199999999996,24.8392,68.811,29.3809,35.2756
1/1/2016 13:00,1,1,2016,13,0.68897,57.333,19.3454,0.355425,1024.53,267.983,25.6372,65.797,28.3844,35.6147
1/1/2016 14:00,1,1,2016,14,0.8435799999999999,72.77,19.730999999999998,0.357682,1023.68,217.483,26.3217,63.501999999999995,30.0447,37.1822
1/1/2016 15:00,1,1,2016,15,0.74612,49.817,19.602999999999998,0.356033,1023.03,177.562,26.6566,62.335,31.4611,38.7728
1/1/2016 16:00,1,1,2016,16,0.6659999999999999,52.173,19.5801,0.354991,1022.68,77.668,26.6409,77.185,31.9058,41.4558
1/1/2016 17:00,1,1,2016,17,0.6751199999999999,12.6631,19.1434,0.352387,1022.65,13.8973,26.5558,75.089,25.6344,33.5856
1/1/2016 18:00,1,1,2016,18,0.67274,33.5956,18.8594,0.354905,1022.76,1.02387,26.1094,74.42699999999999,30.8996,41.5454
1/1/2016 19:00,1,1,2016,19,0.89585,71.187,18.6365,0.355035,1023.17,1.01111,25.4892,73.21600000000001,38.8175,48.9494
1/1/2016 20:00,1,1,2016,20,0.58286,12.4389,18.4421,0.354557,1023.64,0.9995700000000001,25.4606,78.345,43.5403,52.848
1/1/2016 21:00,1,1,2016,21,0.72277,328.154,18.272000000000002,0.356771,1023.86,1.01111,25.3489,106.14399999999999,48.8236,71.77600000000001
1/1/2016 22:00,1,1,2016,22,0.6723399999999999,331.01599999999996,18.0986,0.35772600000000004,1023.84,1.02934,25.1902,93.344,52.847,63.358000000000004
